window1	window2	NPMI.x	NPMI.y
chr1:4020000-4050000	chr1:4620000-4650000	0.423647334640743	0.2310286262942139
chr1:4020000-4050000	chr1:8730000-8760000	0.2166110836955414	0.0218314222048665
chr1:4020000-4050000	chr1:8850000-8880000	0.2384193193204378	-0.022793647991174
chr1:4050000-4080000	chr1:4590000-4620000	0.4260228603991843	0.1949838536957686
chr1:4050000-4080000	chr1:4620000-4650000	0.4464919278388352	0.2184223355720642
chr1:4050000-4080000	chr1:8760000-8790000	0.2042971892750499	-0.0126716893479486
chr1:4050000-4080000	chr1:8850000-8880000	0.2210471950732134	0.0390625352499983
chr1:4050000-4080000	chr1:8880000-8910000	0.2042971892750499	0.003906440654227
chr1:4080000-4110000	chr1:8340000-8370000	0.2533956737465477	-0.0178667345809157
chr1:4080000-4110000	chr1:8670000-8700000	0.2458457342780197	0.0810797528656251
chr1:4080000-4110000	chr1:8730000-8760000	0.2309881711369907	0.0461599233482687
chr1:4080000-4110000	chr1:8760000-8790000	0.2358618643981397	0.0305701872651503
chr1:4080000-4110000	chr1:8790000-8820000	0.3158253199328988	0.0729096693296949
chr1:4110000-4140000	chr1:8790000-8820000	0.2323985241581222	0.0426286076309456
chr1:4320000-4350000	chr1:5700000-5730000	0.3133786125407485	0.0678058059100419
chr1:4320000-4350000	chr1:5790000-5820000	0.2404794623554924	0.0426802726281367
chr1:4380000-4410000	chr1:6330000-6360000	0.2263472361962522	0.0401284331887151
chr1:4410000-4440000	chr1:5790000-5820000	0.2528694248562358	0.0225411083413222
chr1:4440000-4470000	chr1:5790000-5820000	0.3317241386018528	-0.0013216850544717
chr1:4470000-4500000	chr1:5790000-5820000	0.344762179631624	0.1363754803566616
chr1:4500000-4530000	chr1:5790000-5820000	0.3233014187828561	0.1312173063649109
chr1:4530000-4560000	chr1:5610000-5640000	0.2779648397907611	0.0478811240501776
chr1:4530000-4560000	chr1:5640000-5670000	0.257875749133385	-0.0012483949191063
chr1:4530000-4560000	chr1:5700000-5730000	0.3315340765008228	0.1010668253521909
chr1:4530000-4560000	chr1:5790000-5820000	0.3143250568680622	-0.0030625639513918
chr1:4530000-4560000	chr1:6300000-6330000	0.3340369261559225	0.0979105176438984
chr1:4530000-4560000	chr1:6330000-6360000	0.2719335242007896	0.0537789921918843
chr1:4560000-4590000	chr1:4590000-4620000	0.7315959986848783	0.582456443847193
chr1:4560000-4590000	chr1:6330000-6360000	0.2414476723902424	0.0285034649063634
chr1:4590000-4620000	chr1:5700000-5730000	0.2929179697391401	0.0827914866152909
chr1:4590000-4620000	chr1:5790000-5820000	0.2783980348243948	0.0820927419407346
chr1:4590000-4620000	chr1:5820000-5850000	0.2982094933182022	0.094328412200274
chr1:4590000-4620000	chr1:6330000-6360000	0.2504842782425024	0.0517413801636185
chr1:4620000-4650000	chr1:8730000-8760000	0.2164388337561324	0.0423159385160901
chr1:5760000-5790000	chr1:5790000-5820000	0.6992055911116992	0.5749779031089813
chr1:8820000-8850000	chr1:11190000-11220000	0.2224507275395441	0.0132350570830739
chr1:8820000-8850000	chr1:11220000-11250000	0.2210471950732134	-0.0171488488515739
chr1:8880000-8910000	chr1:11220000-11250000	0.2865225683473484	0.1007211540932902
chr1:8910000-8940000	chr1:11190000-11220000	0.2178200666347711	0.0011493918998472
chr1:8910000-8940000	chr1:11220000-11250000	0.232068405261608	0.0221644849529622
chr1:11040000-11070000	chr1:11100000-11130000	0.6552898243505751	0.5155637056592608
chr1:15120000-15150000	chr1:15450000-15480000	0.5397075927052559	0.3533180062736114
chr1:15510000-15540000	chr1:15540000-15570000	0.7152772912350387	0.5803981195534672
chr1:18960000-18990000	chr1:18990000-19020000	0.7393903426518861	0.6119847532210657
chr1:22890000-22920000	chr1:27600000-27630000	0.2760808909036917	0.1117833966954876
chr1:24720000-24750000	chr1:27240000-27270000	0.2761147533714694	0.0600783126013388
chr1:24750000-24780000	chr1:27240000-27270000	0.2899481431355115	0.0352116173625906
chr1:24780000-24810000	chr1:27300000-27330000	0.3010467388448707	0.0565082918938835
chr1:24780000-24810000	chr1:27420000-27450000	0.333673278806099	0.1568219311074636
chr1:24810000-24840000	chr1:27210000-27240000	0.2985187455942743	0.1103721323112649
chr1:24810000-24840000	chr1:27240000-27270000	0.2773227809374424	0.0357166575833025
chr1:24810000-24840000	chr1:27420000-27450000	0.28734341522791	0.081183204790672
chr1:24840000-24870000	chr1:27240000-27270000	0.251789557799725	0.070107769250514
