window1	window2	NPMI.x	NPMI.y
chr1:3000000-3030000	chr1:3840000-3870000	0.4632525743233684	0.2711786179420215
chr1:3000000-3030000	chr1:5220000-5250000	0.245112669868942	0.0437453052926216
chr1:3000000-3030000	chr1:5280000-5310000	0.2240972833479647	0.0365886341251056
chr1:3030000-3060000	chr1:3840000-3870000	0.4014714874768744	0.1325174540808687
chr1:3810000-3840000	chr1:3840000-3870000	0.7261606207680094	0.5757594358927158
chr1:3840000-3870000	chr1:5280000-5310000	0.2285384552649149	0.022377619340209
chr1:3840000-3870000	chr1:5310000-5340000	0.2671691244684804	0.0408632956535139
chr1:3840000-3870000	chr1:5520000-5550000	0.2893159204427097	0.0361498455887388
chr1:5190000-5220000	chr1:5310000-5340000	0.5416922484755464	0.3718822213191904
chr1:5280000-5310000	chr1:5340000-5370000	0.5643468206867701	0.3548019068328017
chr1:5370000-5400000	chr1:9390000-9420000	0.2522502584997939	0.0856809871019381
chr1:9270000-9300000	chr1:9390000-9420000	0.5258429845392593	0.3605201762025116
chr1:12210000-12240000	chr1:12240000-12270000	0.681035190689676	0.5365831575717819
chr1:13200000-13230000	chr1:17130000-17160000	0.2171394064972481	0.0083067560269955
chr1:13200000-13230000	chr1:17250000-17280000	0.2263472361962522	0.0049014144539816
chr1:13200000-13230000	chr1:17280000-17310000	0.2239497251486596	-0.0609635101326815
chr1:18870000-18900000	chr1:21300000-21330000	0.2681476610263766	0.0599646825778677
chr1:18900000-18930000	chr1:19230000-19260000	0.5268648679267309	0.2313487466924123
chr1:18900000-18930000	chr1:19260000-19290000	0.4608054972147131	0.1654953594013184
chr1:18900000-18930000	chr1:19290000-19320000	0.4543204314976151	0.1914651878046381
chr1:18900000-18930000	chr1:19320000-19350000	0.4401701285570973	0.2245716001385
chr1:18900000-18930000	chr1:19350000-19380000	0.4958203810762934	0.2349287426171453
chr1:18900000-18930000	chr1:19380000-19410000	0.5227476435852758	0.2832321002862317
chr1:18900000-18930000	chr1:21330000-21360000	0.3222177237365736	0.1406397252519243
chr1:18900000-18930000	chr1:21510000-21540000	0.2827123962059333	0.0708589520164087
chr1:18930000-18960000	chr1:19200000-19230000	0.4908634469594669	0.2775058680113893
chr1:18930000-18960000	chr1:19230000-19260000	0.5242326228588626	0.2297972161699712
chr1:18930000-18960000	chr1:19260000-19290000	0.4522062134927139	0.2362346452562314
chr1:18930000-18960000	chr1:19380000-19410000	0.4902595773603361	0.2777635888159598
chr1:18930000-18960000	chr1:21300000-21330000	0.2632907908264842	0.0182248891901876
chr1:18930000-18960000	chr1:21330000-21360000	0.232419779003816	0.0091816724573078
chr1:18930000-18960000	chr1:21480000-21510000	0.2710925180609971	0.0576751169739517
chr1:18930000-18960000	chr1:21510000-21540000	0.3040389487165973	0.0508864171394626
chr1:18930000-18960000	chr1:23160000-23190000	0.2299744724573706	0.0508864171394626
chr1:18930000-18960000	chr1:23190000-23220000	0.200332308725336	0.0257696067360863
chr1:18960000-18990000	chr1:18990000-19020000	0.7393903426518861	0.6119847532210657
chr1:18960000-18990000	chr1:19200000-19230000	0.5279295288601289	0.3169731753690307
chr1:18960000-18990000	chr1:21300000-21330000	0.2712446913823785	0.028343631720354
chr1:18990000-19020000	chr1:21360000-21390000	0.2250542941954663	0.0276820499365475
chr1:18990000-19020000	chr1:21510000-21540000	0.2727077783893569	0.091204201945912
chr1:19170000-19200000	chr1:19200000-19230000	0.700042749740782	0.5473846857982879
chr1:19170000-19200000	chr1:19260000-19290000	0.6007113379784246	0.4414615453478374
chr1:19200000-19230000	chr1:21390000-21420000	0.2364139106388278	0.0229437975324276
chr1:19260000-19290000	chr1:21660000-21690000	0.2665846241746947	0.0675194334966689
chr1:19260000-19290000	chr1:21750000-21780000	0.2621123879658653	0.0691678341620337
chr1:21480000-21510000	chr1:21600000-21630000	0.5980534479335511	0.4212052266419318
chr1:21480000-21510000	chr1:21630000-21660000	0.6433089930914859	0.4325371941621808
chr1:27420000-27450000	chr1:27660000-27690000	0.387235347124963	0.1903153772811543
chr1:27450000-27480000	chr1:27480000-27510000	0.6315943940916774	0.4734410105726773
chr1:27450000-27480000	chr1:27510000-27540000	0.5855724225464599	0.4018264673369558
chr1:27450000-27480000	chr1:27540000-27570000	0.5241129208264974	0.3569236086547697
chr1:27450000-27480000	chr1:27570000-27600000	0.4871839586391892	0.3246984785849501
chr1:27450000-27480000	chr1:27600000-27630000	0.5742132441997518	0.3834595114133859
chr1:27450000-27480000	chr1:27630000-27660000	0.471742290274393	0.2783563759801666
chr1:27480000-27510000	chr1:27690000-27720000	0.5107543196362572	0.2789070874455895
chr1:27510000-27540000	chr1:27600000-27630000	0.6506427979301932	0.4741578227311322
chr1:27510000-27540000	chr1:27660000-27690000	0.4914031993979291	0.2990545253341492
chr1:27510000-27540000	chr1:27690000-27720000	0.5512777516261583	0.3057956463684966
chr1:27510000-27540000	chr1:27750000-27780000	0.4712842812171986	0.2281337853584498
chr1:27540000-27570000	chr1:27660000-27690000	0.5595436408268608	0.3591782946453255
chr1:27540000-27570000	chr1:27690000-27720000	0.5645548566605856	0.3511085433506031
chr1:27540000-27570000	chr1:27750000-27780000	0.4921547724949033	0.3052205445984167
chr1:27540000-27570000	chr1:28350000-28380000	0.4221916022345864	0.1717344604291399
chr1:27540000-27570000	chr1:28770000-28800000	0.3347424863331702	0.0980235903441319
chr1:27540000-27570000	chr1:31260000-31290000	0.2262218645912108	0.0502189062254477
chr1:27570000-27600000	chr1:27660000-27690000	0.5469170933023761	0.3704944682357868
chr1:27600000-27630000	chr1:27810000-27840000	0.5645335378015865	0.3577424112144157
chr1:27600000-27630000	chr1:27840000-27870000	0.5428354226589538	0.3507082041722513
chr1:27600000-27630000	chr1:27930000-27960000	0.4882810266496269	0.2298160251970708
chr1:27600000-27630000	chr1:30330000-30360000	0.3381601982487982	0.1402555271516745
chr1:27660000-27690000	chr1:27840000-27870000	0.596130792510825	0.3990671799818056
chr1:27660000-27690000	chr1:27960000-27990000	0.4846228868708425	0.2824494744130143
chr1:27660000-27690000	chr1:31260000-31290000	0.2923755226307122	0.1077257942294659
chr1:27690000-27720000	chr1:27960000-27990000	0.4611487038986976	0.2547084492205707
chr1:27840000-27870000	chr1:27930000-27960000	0.6309410353991376	0.464633491492936
chr1:27840000-27870000	chr1:28320000-28350000	0.5662560802169192	0.3502411564635086
chr1:27840000-27870000	chr1:28350000-28380000	0.5210297392975811	0.3339639572798299
chr1:27840000-27870000	chr1:28380000-28410000	0.5070987530976849	0.3103574149927717
