window1	window2	NPMI.x	NPMI.y
chr1:3060000-3090000	chr1:7260000-7290000	0.2659146571925902	0.063429854700316
chr1:3060000-3090000	chr1:7290000-7320000	0.3039167346095298	0.0488593202033425
chr1:3060000-3090000	chr1:7320000-7350000	0.2821158252870522	0.067127065836164
chr1:3060000-3090000	chr1:7530000-7560000	0.2030993095045392	0.0251513489892947
chr1:3090000-3120000	chr1:3180000-3210000	0.66647994009686	0.4729296989218144
chr1:3090000-3120000	chr1:7290000-7320000	0.266957368916824	-0.0735451825451
chr1:3120000-3150000	chr1:7260000-7290000	0.2329819362693169	0.0464486673728508
chr1:3120000-3150000	chr1:7290000-7320000	0.2701419294665434	0.1010668075605284
chr1:3120000-3150000	chr1:7350000-7380000	0.2430844828494142	0.0276610228768782
chr1:3150000-3180000	chr1:7260000-7290000	0.2689246681150858	0.0119980239063816
chr1:3150000-3180000	chr1:7290000-7320000	0.2310973762033282	-0.0360685935848261
chr1:3150000-3180000	chr1:7350000-7380000	0.2255783919627046	0.0200250317677386
chr1:3150000-3180000	chr1:7410000-7440000	0.2177042577058325	0.0478032703919609
chr1:3150000-3180000	chr1:7530000-7560000	0.2386426215760635	0.0651445327028723
chr1:3150000-3180000	chr1:7560000-7590000	0.245877019905579	0.04990990824073
chr1:3180000-3210000	chr1:7290000-7320000	0.2529443812698969	0.071938238964874
chr1:7290000-7320000	chr1:7500000-7530000	0.504836654908289	0.3173288219153014
chr1:14880000-14910000	chr1:15150000-15180000	0.5140708865612367	0.3136796300527097
chr1:14910000-14940000	chr1:16860000-16890000	0.3485939889395606	0.1657163240244107
chr1:14940000-14970000	chr1:19470000-19500000	0.2326858357050105	0.0706883199722029
chr1:14940000-14970000	chr1:19500000-19530000	0.2801558830203004	0.1015659315994259
chr1:14940000-14970000	chr1:19590000-19620000	0.2392392261463697	0.0798196009303289
chr1:14970000-15000000	chr1:19500000-19530000	0.2070918522067984	0.0273056073648609
chr1:15090000-15120000	chr1:17010000-17040000	0.3345835547085259	0.1040382242579391
chr1:15090000-15120000	chr1:17040000-17070000	0.3031504931515981	0.1002733803190041
chr1:15120000-15150000	chr1:17010000-17040000	0.384851462144098	0.1578419833771784
chr1:15120000-15150000	chr1:17040000-17070000	0.3360962862002947	0.1347950226652935
chr1:15120000-15150000	chr1:17250000-17280000	0.2578896116495836	0.042946460423099
chr1:15180000-15210000	chr1:17010000-17040000	0.328478026748295	0.1242410266729709
chr1:19170000-19200000	chr1:19200000-19230000	0.700042749740782	0.5473846857982879
chr1:19170000-19200000	chr1:19260000-19290000	0.6007113379784246	0.4414615453478374
chr1:19230000-19260000	chr1:21030000-21060000	0.3125450000560804	0.0978952934142165
chr1:19260000-19290000	chr1:21030000-21060000	0.3340369261559225	0.1038808495095036
chr1:19380000-19410000	chr1:19590000-19620000	0.5947088707055166	0.384650023040706
chr1:19440000-19470000	chr1:19470000-19500000	0.7224684266143975	0.5882395595179843
chr1:19440000-19470000	chr1:19500000-19530000	0.6468771449762029	0.4841865268525008
chr1:19560000-19590000	chr1:19620000-19650000	0.6574075961783816	0.5070426983182863
chr1:25110000-25140000	chr1:25290000-25320000	0.4887678886889309	0.3003531721657846
chr1:25110000-25140000	chr1:25320000-25350000	0.5017263566681478	0.3250061942481442
chr1:25110000-25140000	chr1:25380000-25410000	0.4286931238518773	0.2171429491015809
chr1:25110000-25140000	chr1:26160000-26190000	0.2891628656637267	-0.0127261197902509
chr1:25110000-25140000	chr1:26280000-26310000	0.2358219963621517	0.0341776406473326
chr1:25110000-25140000	chr1:26370000-26400000	0.273919304729516	0.0296232792807845
chr1:25110000-25140000	chr1:28200000-28230000	0.2944031552268545	0.0719382389648739
chr1:25110000-25140000	chr1:29130000-29160000	0.2279693434434105	0.0459947564220918
chr1:25110000-25140000	chr1:29670000-29700000	0.2598968644263443	0.0488593202033425
chr1:25110000-25140000	chr1:29700000-29730000	0.3131450705802049	0.1053218686758433
chr1:25290000-25320000	chr1:25740000-25770000	0.3895787725773046	0.196891284614791
chr1:25290000-25320000	chr1:26640000-26670000	0.261560366839629	0.031343495536931
chr1:25290000-25320000	chr1:28320000-28350000	0.2743202311153258	0.0902567202329773
chr1:25290000-25320000	chr1:28410000-28440000	0.2012368957489422	-0.0087151270360924
chr1:25290000-25320000	chr1:29670000-29700000	0.2304178521657486	0.0444328286603874
chr1:25320000-25350000	chr1:25380000-25410000	0.620674339136287	0.4571215474167617
chr1:25320000-25350000	chr1:26550000-26580000	0.3259318128562239	0.135753305516885
chr1:25320000-25350000	chr1:28290000-28320000	0.3058501761833287	0.0267026349754457
chr1:25320000-25350000	chr1:28440000-28470000	0.2295739444647305	0.0071564460026891
chr1:25350000-25380000	chr1:28440000-28470000	0.2587192939408837	0.0777205745736821
chr1:25350000-25380000	chr1:29670000-29700000	0.2983137274745188	0.1176218344360016
chr1:25380000-25410000	chr1:25410000-25440000	0.7090741436317419	0.567017586933918
chr1:25380000-25410000	chr1:25440000-25470000	0.5568583931309512	0.379650908387052
chr1:25380000-25410000	chr1:25470000-25500000	0.5061604150325837	0.3252057989035042
chr1:25380000-25410000	chr1:25590000-25620000	0.3946830503783592	0.176334510748204
chr1:25380000-25410000	chr1:25830000-25860000	0.3946830503783592	0.1546448259760376
chr1:25380000-25410000	chr1:25860000-25890000	0.3694112337727618	0.1218614819348738
chr1:25380000-25410000	chr1:26370000-26400000	0.2785545651796003	0.0873190590017964
chr1:25380000-25410000	chr1:26400000-26430000	0.3309074190529117	0.0465300869128247
chr1:25380000-25410000	chr1:26610000-26640000	0.2966813089708619	0.0995053927038432
chr1:25380000-25410000	chr1:28440000-28470000	0.3246507487168653	0.1497758270405341
chr1:25380000-25410000	chr1:28950000-28980000	0.3429152061044704	0.1030350211362773
chr1:25380000-25410000	chr1:29670000-29700000	0.3137944794332482	0.1231220386056732
chr1:25410000-25440000	chr1:26370000-26400000	0.378727926324972	0.1683826683297882
chr1:25410000-25440000	chr1:26400000-26430000	0.3405702990914625	0.1506826151977986
chr1:25410000-25440000	chr1:26580000-26610000	0.3132853567314499	0.1109612588126797
chr1:25410000-25440000	chr1:26610000-26640000	0.3390273082480993	0.1453141070211682
chr1:25410000-25440000	chr1:28410000-28440000	0.2622250750673554	0.073048042927966
chr1:25440000-25470000	chr1:28320000-28350000	0.291137501764078	0.1154823589320846
chr1:25440000-25470000	chr1:29490000-29520000	0.286825219470125	0.120192691526583
chr1:25470000-25500000	chr1:28200000-28230000	0.3149222365016403	0.0918057806264416
chr1:25470000-25500000	chr1:28230000-28260000	0.3843535050875121	0.2133288841557197
chr1:25470000-25500000	chr1:28260000-28290000	0.3488835045209937	0.1629526496219606
chr1:25470000-25500000	chr1:28290000-28320000	0.3263677739850698	0.0568181850886139
chr1:25470000-25500000	chr1:28320000-28350000	0.3594401455712432	0.1416611013477811
chr1:25470000-25500000	chr1:28980000-29010000	0.2891889792361927	0.0329303150683469
chr1:25470000-25500000	chr1:29010000-29040000	0.28734341522791	0.0658952736424591
chr1:25470000-25500000	chr1:29040000-29070000	0.3333092579404469	0.1220255214669453
chr1:25470000-25500000	chr1:29670000-29700000	0.3043120455036239	0.1392797141025309
chr1:25500000-25530000	chr1:25620000-25650000	0.5521147680493109	0.3694411030620829
chr1:25500000-25530000	chr1:28290000-28320000	0.3358529444172206	0.1073477296376555
chr1:25500000-25530000	chr1:28980000-29010000	0.2643550538740776	0.0590153215678635
chr1:25560000-25590000	chr1:28950000-28980000	0.3148110449238266	0.0658952736424591
chr1:25590000-25620000	chr1:26280000-26310000	0.4176490535643397	0.2031832731222806
chr1:25590000-25620000	chr1:26550000-26580000	0.3832855197706002	0.1517148350706642
chr1:25590000-25620000	chr1:28140000-28170000	0.351365209319288	0.1756918486181392
chr1:25590000-25620000	chr1:28350000-28380000	0.3727517154876955	0.1627702084599809
chr1:25590000-25620000	chr1:28950000-28980000	0.3481989173584306	0.1423338944020887
chr1:25590000-25620000	chr1:29070000-29100000	0.3419272911008002	0.1454433208049647
