window1	window2	NPMI.x	NPMI.y
chr1:3300000-3330000	chr1:3840000-3870000	0.4881367484074104	0.2349166539472617
chr1:3570000-3600000	chr1:3840000-3870000	0.4841466370945985	0.2750635693893595
chr1:3600000-3630000	chr1:6180000-6210000	0.2759046333606498	0.0739523709228886
chr1:3630000-3660000	chr1:3660000-3690000	0.6978410001711688	0.5472606886718014
chr1:3630000-3660000	chr1:6180000-6210000	0.2856869855182378	0.0794797738612525
chr1:3660000-3690000	chr1:6150000-6180000	0.2525230528159455	0.0431654723866021
chr1:3690000-3720000	chr1:6330000-6360000	0.2045817913474745	-0.0071062981663048
chr1:3780000-3810000	chr1:6150000-6180000	0.2128381943010791	0.0146149843352168
chr1:3780000-3810000	chr1:6180000-6210000	0.2423888304680879	0.0299351213764256
chr1:3810000-3840000	chr1:3840000-3870000	0.7261606207680094	0.5757594358927158
chr1:3840000-3870000	chr1:3900000-3930000	0.6240411157556696	0.4375003723378417
chr1:3840000-3870000	chr1:6030000-6060000	0.2630239995215706	0.0176806246920241
chr1:3840000-3870000	chr1:6120000-6150000	0.2789538914574146	0.0866390668818503
chr1:3840000-3870000	chr1:6150000-6180000	0.2342073164409933	-0.0247695139272706
chr1:3840000-3870000	chr1:6180000-6210000	0.2564649149004842	0.0687955040602219
chr1:3840000-3870000	chr1:6300000-6330000	0.2097902187593285	-0.0087290258369746
chr1:4590000-4620000	chr1:6150000-6180000	0.2811209465341081	0.0264019272995298
chr1:4590000-4620000	chr1:6180000-6210000	0.3208770188251493	0.0379718958829594
chr1:4590000-4620000	chr1:6330000-6360000	0.2504842782425024	0.0517413801636185
chr1:4620000-4650000	chr1:6180000-6210000	0.244468360975056	0.0296652040916487
chr1:6000000-6030000	chr1:6150000-6180000	0.6425672583003366	0.3924082610344465
chr1:6030000-6060000	chr1:6150000-6180000	0.6142396283809601	0.422756306686345
chr1:6060000-6090000	chr1:6090000-6120000	0.7721483122870857	0.6442549877487266
chr1:6120000-6150000	chr1:6180000-6210000	0.5881319385512168	0.4289552112773912
chr1:6150000-6180000	chr1:10140000-10170000	0.2428894357798683	0.0296232792807845
chr1:6150000-6180000	chr1:10170000-10200000	0.2273994870750666	-0.0693316234244601
chr1:6150000-6180000	chr1:10200000-10230000	0.2432630796334718	-0.0484028396198425
chr1:6150000-6180000	chr1:10290000-10320000	0.2381164487351897	0.0467507823067745
chr1:6150000-6180000	chr1:10440000-10470000	0.2095204899605731	-0.0175810471077312
chr1:6180000-6210000	chr1:10140000-10170000	0.2776960897937229	0.1002339400083752
chr1:6180000-6210000	chr1:10170000-10200000	0.330467298051873	0.0503587134927113
chr1:6180000-6210000	chr1:10200000-10230000	0.3003705328332847	0.1162186110534303
chr1:6300000-6330000	chr1:10020000-10050000	0.3254837753489807	0.1035890638104581
chr1:6300000-6330000	chr1:10170000-10200000	0.2815354522544407	0.0500288804890166
chr1:6330000-6360000	chr1:10170000-10200000	0.2763274412910091	0.0920124886247662
chr1:10020000-10050000	chr1:10230000-10260000	0.4655982560436335	0.2531248611779264
chr1:10020000-10050000	chr1:10260000-10290000	0.4409769904026753	0.2192755878084442
chr1:10020000-10050000	chr1:10290000-10320000	0.434954534046273	0.2534283997960499
chr1:10020000-10050000	chr1:10380000-10410000	0.3984774137946306	0.1848511780383383
chr1:10050000-10080000	chr1:10380000-10410000	0.388100803614992	0.1964365157423581
chr1:10080000-10110000	chr1:10350000-10380000	0.441242175335872	0.2545360898046054
chr1:10080000-10110000	chr1:10380000-10410000	0.4045978822652665	0.1872171232332681
chr1:10230000-10260000	chr1:14010000-14040000	0.2612486185987523	0.0500288804890166
chr1:10260000-10290000	chr1:10290000-10320000	0.7703872475436991	0.6329651129822667
chr1:13920000-13950000	chr1:18030000-18060000	0.231543397650892	0.0137618304580106
chr1:19680000-19710000	chr1:23970000-24000000	0.2893924719598029	-0.0254990269521193
chr1:19680000-19710000	chr1:24000000-24030000	0.2597391502047856	-0.0404907743155618
chr1:19770000-19800000	chr1:22110000-22140000	0.3112419795561605	0.1113048466755822
chr1:19770000-19800000	chr1:23970000-24000000	0.2004069831322071	0.0269492303702332
chr1:19770000-19800000	chr1:24000000-24030000	0.2817270163937848	0.0692889837450172
chr1:19800000-19830000	chr1:24000000-24030000	0.2405147723091072	-0.0119407748534701
chr1:19830000-19860000	chr1:22110000-22140000	0.2585534937311972	0.0696347169537633
chr1:19830000-19860000	chr1:23970000-24000000	0.203641032695747	-0.039345363554075
chr1:19830000-19860000	chr1:24000000-24030000	0.2294830158902877	0.0305353593813716
chr1:19980000-20010000	chr1:24000000-24030000	0.2527167119606083	0.0317698263008325
chr1:20010000-20040000	chr1:20040000-20070000	0.7695811679727482	0.6481082920367669
chr1:20010000-20040000	chr1:20070000-20100000	0.7202894551968276	0.5580738988303047
chr1:20070000-20100000	chr1:20160000-20190000	0.6540924721597556	0.5034790898152178
chr1:20100000-20130000	chr1:24000000-24030000	0.2062130210975006	-0.0836912010482145
chr1:20160000-20190000	chr1:22260000-22290000	0.2894780698892064	0.096075073102299
chr1:20160000-20190000	chr1:22290000-22320000	0.2721411567163253	0.0128593601762122
chr1:20160000-20190000	chr1:24000000-24030000	0.2110704204365022	-0.02135529143413
chr1:20190000-20220000	chr1:22110000-22140000	0.2219684718433843	0.0259067464310227
chr1:20190000-20220000	chr1:22200000-22230000	0.3241566675636412	0.1081672235072829
chr1:20190000-20220000	chr1:22230000-22260000	0.2658139302265171	0.0563442695879984
chr1:20190000-20220000	chr1:22260000-22290000	0.2857777926959069	0.0853439028927522
chr1:20190000-20220000	chr1:24000000-24030000	0.2112406321563892	-0.0843466730627404
chr1:22140000-22170000	chr1:23970000-24000000	0.2448458675423268	0.0003402216692207
chr1:28050000-28080000	chr1:28410000-28440000	0.4654445705103787	0.2812355896948814
chr1:28050000-28080000	chr1:28680000-28710000	0.4276012913145892	0.2134314587616179
chr1:28050000-28080000	chr1:28770000-28800000	0.4173170390752556	0.1400043464561405
chr1:28050000-28080000	chr1:29520000-29550000	0.3749083980518757	0.154667015855914
chr1:28230000-28260000	chr1:31290000-31320000	0.2559917958440031	0.07088993883723
chr1:28230000-28260000	chr1:32400000-32430000	0.2355530605334314	0.0660176407656661
chr1:28260000-28290000	chr1:28290000-28320000	0.7603773083093304	0.6165598155574097
chr1:28290000-28320000	chr1:32040000-32070000	0.216675018278658	0.022917645614014
chr1:28290000-28320000	chr1:32280000-32310000	0.2195147423635433	0.0391418035140965
chr1:28290000-28320000	chr1:32370000-32400000	0.2392257466803063	0.0089014623366981
chr1:28290000-28320000	chr1:32400000-32430000	0.2743202311153257	0.1001520144570049
chr1:28320000-28350000	chr1:28350000-28380000	0.7639329047762705	0.6217707360770135
chr1:28320000-28350000	chr1:28410000-28440000	0.6376973626399229	0.4637042706534128
chr1:28320000-28350000	chr1:32280000-32310000	0.2712446913823785	0.0844365836535034
chr1:28320000-28350000	chr1:32310000-32340000	0.2245958820570532	0.032305281480628
chr1:28320000-28350000	chr1:32370000-32400000	0.2578896116495836	0.0722204420695173
chr1:28380000-28410000	chr1:29490000-29520000	0.4110081585907369	0.2198653846569597
chr1:28380000-28410000	chr1:31380000-31410000	0.3947914108248265	0.1659618185311402
chr1:28380000-28410000	chr1:32010000-32040000	0.2762397943298975	0.0913150499920702
chr1:28380000-28410000	chr1:32310000-32340000	0.2186537586762816	-0.0294720250392098
chr1:28410000-28440000	chr1:32280000-32310000	0.2018976291232592	-0.0687373605304955
chr1:28410000-28440000	chr1:32310000-32340000	0.2245958820570532	-0.006051105948408
chr1:28440000-28470000	chr1:29100000-29130000	0.5431006024667798	0.3250773894665202
chr1:28440000-28470000	chr1:29490000-29520000	0.4718442696905597	0.2521446382957143
chr1:28590000-28620000	chr1:32310000-32340000	0.2131591600349612	0.0410500218864004
chr1:28740000-28770000	chr1:29490000-29520000	0.4543387768284718	0.2378472694372718
chr1:28740000-28770000	chr1:29520000-29550000	0.4833280704638073	0.2433293853489957
chr1:28770000-28800000	chr1:29490000-29520000	0.4236205109377627	0.2363423386620409
chr1:28800000-28830000	chr1:29520000-29550000	0.4307409948984195	0.2394320974063846
chr1:29100000-29130000	chr1:29490000-29520000	0.5567869452891718	0.2870960404409435
chr1:29100000-29130000	chr1:29520000-29550000	0.5297804004162958	0.3308068956209111
chr1:29100000-29130000	chr1:31290000-31320000	0.3345551049038625	0.1102129248491947
chr1:29100000-29130000	chr1:32040000-32070000	0.2697045395789593	0.0705512539810567
chr1:29160000-29190000	chr1:29580000-29610000	0.5429399262266784	0.3293600344425059
chr1:29190000-29220000	chr1:32460000-32490000	0.2704094045219676	0.0801269205494596
chr1:29190000-29220000	chr1:32490000-32520000	0.254340119860394	0.069904902465468
chr1:29520000-29550000	chr1:29580000-29610000	0.6186618554051583	0.4640785869536667
chr1:32280000-32310000	chr1:32400000-32430000	0.6363019758922921	0.4619542077685276
chr1:43230000-43260000	chr1:44250000-44280000	0.2826689720801935	0.0913150499920702
chr1:44190000-44220000	chr1:46080000-46110000	0.2860222353818246	0.0878135474255251
chr1:44190000-44220000	chr1:46110000-46140000	0.3194964222857072	0.1100057831119824
chr1:46080000-46110000	chr1:46110000-46140000	0.7807176088504101	0.6255328479712653
chr1:46110000-46140000	chr1:46170000-46200000	0.7076000874338162	0.5505761948203364
chr1:49440000-49470000	chr1:49470000-49500000	0.765813537972271	0.6056061232933179
chr1:57720000-57750000	chr1:57750000-57780000	0.7270142569767382	0.5899550185911967
chr1:57720000-57750000	chr1:60750000-60780000	0.2178194987162942	0.0337769780249021
chr1:57750000-57780000	chr1:57990000-58020000	0.6071630859305687	0.4188569664884862
chr1:57750000-57780000	chr1:60930000-60960000	0.2285384552649149	0.0305353593813715
chr1:57780000-57810000	chr1:60750000-60780000	0.2086435143486293	0.0076714882919513
chr1:57780000-57810000	chr1:60930000-60960000	0.2372224573633135	-0.0194514865699269
chr1:57780000-57810000	chr1:60960000-60990000	0.236493898891315	0.0391418035140965
chr1:57810000-57840000	chr1:57870000-57900000	0.6421750316707482	0.4800241282511085
chr1:57810000-57840000	chr1:58650000-58680000	0.3950050162014446	0.1343410466757608
chr1:57810000-57840000	chr1:60690000-60720000	0.2459927757722169	0.0666791513252075
chr1:57810000-57840000	chr1:60750000-60780000	0.223061416307054	0.0170391137605739
chr1:57810000-57840000	chr1:60960000-60990000	0.2921354256790395	0.1039218239896667
chr1:57810000-57840000	chr1:60990000-61020000	0.2371344874643069	0.0325885093182302
chr1:57840000-57870000	chr1:61380000-61410000	0.2537638021530981	0.0515964453786185
chr1:57870000-57900000	chr1:60690000-60720000	0.2919277507405485	0.0943133376218482
chr1:57870000-57900000	chr1:60750000-60780000	0.2860222353818246	0.0451714559529852
chr1:57900000-57930000	chr1:60720000-60750000	0.2749083521009925	0.0951578768782328
chr1:57900000-57930000	chr1:60750000-60780000	0.2873106201999402	0.0429389242659848
chr1:57900000-57930000	chr1:60960000-60990000	0.2387961303285484	0.0483037497551792
chr1:57960000-57990000	chr1:60690000-60720000	0.240566336038798	0.0248148747240979
chr1:57960000-57990000	chr1:60720000-60750000	0.229838496351803	-0.0167160060041916
chr1:57960000-57990000	chr1:60750000-60780000	0.2146913695933603	0.0292996040397691
chr1:57990000-58020000	chr1:60690000-60720000	0.2562415075476021	-0.0058548315358272
chr1:57990000-58020000	chr1:60720000-60750000	0.2456773811532467	0.0620007486146081
chr1:57990000-58020000	chr1:61350000-61380000	0.2405147723091072	0.0317698263008325
chr1:58560000-58590000	chr1:60690000-60720000	0.2690809659828682	0.087418048697201
chr1:58560000-58590000	chr1:60840000-60870000	0.203641032695747	0.0039567630654462
chr1:58560000-58590000	chr1:61320000-61350000	0.2581915552892455	0.070107769250514
chr1:58620000-58650000	chr1:60720000-60750000	0.2581915552892455	0.0568847401842682
chr1:58620000-58650000	chr1:60840000-60870000	0.2387284460666578	0.042357968453991
chr1:58620000-58650000	chr1:60870000-60900000	0.2258487701070229	-0.002201556490507
chr1:58620000-58650000	chr1:60990000-61020000	0.2225461628501116	0.0375000999693308
chr1:58650000-58680000	chr1:61290000-61320000	0.2705261418891884	0.0731053109007767
chr1:58680000-58710000	chr1:61380000-61410000	0.2304637051167167	-0.006793679523776
chr1:58680000-58710000	chr1:63630000-63660000	0.2326304833412194	0.0356699325424872
chr1:58740000-58770000	chr1:60930000-60960000	0.2164797567505527	0.0338963697523958
chr1:58740000-58770000	chr1:63720000-63750000	0.2448295947965994	0.0435210158671901
chr1:60690000-60720000	chr1:63840000-63870000	0.2219684718433843	0.0225411083413221
chr1:60720000-60750000	chr1:63870000-63900000	0.2597391502047856	0.0458871679689114
chr1:60720000-60750000	chr1:64740000-64770000	0.224914317466319	0.0318498531146948
chr1:60750000-60780000	chr1:64590000-64620000	0.2048692850591812	-0.0052293500436154
chr1:60810000-60840000	chr1:63840000-63870000	0.2653237504940581	0.035764709424987
chr1:60840000-60870000	chr1:60900000-60930000	0.5861774372152547	0.4170892305280496
chr1:60840000-60870000	chr1:60960000-60990000	0.5652196188480578	0.3474542778461635
chr1:60840000-60870000	chr1:60990000-61020000	0.4612794993654139	0.2326775519937388
chr1:60840000-60870000	chr1:61020000-61050000	0.4518841431174342	0.238438529383233
chr1:60840000-60870000	chr1:63810000-63840000	0.2165632894501841	0.0372794808413662
chr1:60840000-60870000	chr1:63840000-63870000	0.259263568717731	0.0264019272995298
chr1:60870000-60900000	chr1:60960000-60990000	0.6247172259130184	0.4008208215335593
chr1:60870000-60900000	chr1:60990000-61020000	0.4959486470513742	0.3315569463481995
chr1:60870000-60900000	chr1:61020000-61050000	0.5054454234293364	0.3125829606987968
chr1:60870000-60900000	chr1:63660000-63690000	0.244198951674192	0.0329303150683469
chr1:60870000-60900000	chr1:63750000-63780000	0.2529864833361138	0.0483727097268721
chr1:60870000-60900000	chr1:63780000-63810000	0.2691404712756312	0.076328439078043
chr1:60870000-60900000	chr1:63840000-63870000	0.2348858372359313	0.035764709424987
chr1:60870000-60900000	chr1:64710000-64740000	0.238895214932342	0.0237257532726691
chr1:60900000-60930000	chr1:60990000-61020000	0.5441886622678535	0.3701338477461632
chr1:60930000-60960000	chr1:63660000-63690000	0.2040258913192526	0.0076714882919513
chr1:60960000-60990000	chr1:60990000-61020000	0.7306743279976534	0.5804880636973814
chr1:61020000-61050000	chr1:63660000-63690000	0.2926759176124364	0.1136261763498604
chr1:61020000-61050000	chr1:63780000-63810000	0.2639814341028543	0.0368540004747646
chr1:61290000-61320000	chr1:61380000-61410000	0.6919043930818274	0.483212351220061
chr1:61320000-61350000	chr1:63780000-63810000	0.2434805403957981	0.0279707148199667
chr1:63630000-63660000	chr1:63660000-63690000	0.6837701096797363	0.5427977256380726
chr1:63630000-63660000	chr1:63720000-63750000	0.714218019776915	0.4949294007111124
chr1:63630000-63660000	chr1:65250000-65280000	0.2838460728251932	0.0764935078052183
chr1:63660000-63690000	chr1:63690000-63720000	0.760989933309388	0.5529682108323929
chr1:63660000-63690000	chr1:63750000-63780000	0.6913928549311507	0.491411202230048
chr1:63720000-63750000	chr1:64710000-64740000	0.4971761023428887	0.3126936042974234
chr1:63720000-63750000	chr1:67320000-67350000	0.2265955797211813	0.0276664222975883
chr1:63840000-63870000	chr1:65370000-65400000	0.25436959628308	0.0504008059966007
chr1:64590000-64620000	chr1:64620000-64650000	0.7232845350307214	0.5599196098299585
chr1:64590000-64620000	chr1:68490000-68520000	0.2734062679935362	0.0711669472010443
chr1:64680000-64710000	chr1:68820000-68850000	0.2227952358561044	0.0489964650823849
chr1:64710000-64740000	chr1:68910000-68940000	0.2655470448003282	0.0910045208788136
chr1:64710000-64740000	chr1:68940000-68970000	0.2289897193578988	-0.0013216850544718
chr1:64710000-64740000	chr1:68970000-69000000	0.2124777781515087	0.017599549099447
chr1:64770000-64800000	chr1:67350000-67380000	0.2158733423104827	0.0173000803684378
chr1:64770000-64800000	chr1:67380000-67410000	0.2382246680740198	0.0554482562690632
chr1:64770000-64800000	chr1:68940000-68970000	0.2382246680740198	0.0675194334966689
chr1:64770000-64800000	chr1:69180000-69210000	0.2507587988960269	0.038837928994271
chr1:64770000-64800000	chr1:69210000-69240000	0.26899177468309	0.0370828074648651
chr1:64770000-64800000	chr1:69360000-69390000	0.2544356515939959	0.062598003114262
chr1:64770000-64800000	chr1:69420000-69450000	0.2355530605334315	0.0125535931093811
chr1:65250000-65280000	chr1:67350000-67380000	0.2882483997577209	0.1043045200183312
chr1:65250000-65280000	chr1:69180000-69210000	0.269836318820203	0.1046639776886243
chr1:65250000-65280000	chr1:69450000-69480000	0.2384193193204378	0.0636324255992585
chr1:65370000-65400000	chr1:68640000-68670000	0.3365480673930959	0.0908590150557686
chr1:65370000-65400000	chr1:68760000-68790000	0.2093101378402922	-0.0250499263898678
chr1:65370000-65400000	chr1:68880000-68910000	0.2539203329596316	-0.0024451178200044
chr1:65370000-65400000	chr1:68910000-68940000	0.2321521544700862	0.0576977873600607
chr1:65370000-65400000	chr1:69000000-69030000	0.2042971892750499	-0.0520351739644851
chr1:65370000-65400000	chr1:69030000-69060000	0.2718312584927837	0.0504008059966006
chr1:67320000-67350000	chr1:67350000-67380000	0.7269273279944298	0.5757758116778441
chr1:67320000-67350000	chr1:68490000-68520000	0.3687157470267994	0.1791075127169129
chr1:67320000-67350000	chr1:69240000-69270000	0.3837564391856842	0.0882708459418118
chr1:67320000-67350000	chr1:69330000-69360000	0.4200380543145853	0.2308987399198047
chr1:67350000-67380000	chr1:68460000-68490000	0.4486807382475074	0.1956849235253586
chr1:67350000-67380000	chr1:69000000-69030000	0.5156658396696783	0.3139324323355255
chr1:67350000-67380000	chr1:69210000-69240000	0.3413087402087871	0.1527480205227872
chr1:67350000-67380000	chr1:69240000-69270000	0.4279561340971038	0.1184940371571059
chr1:67350000-67380000	chr1:69330000-69360000	0.4317308950884879	0.2425274906791336
chr1:67350000-67380000	chr1:70950000-70980000	0.256954092521671	0.0477549248525016
chr1:67380000-67410000	chr1:69030000-69060000	0.4709018728813855	0.2770169511795956
chr1:67380000-67410000	chr1:69240000-69270000	0.3712641311733962	0.1037306558888732
chr1:67380000-67410000	chr1:70260000-70290000	0.3368551883904707	0.0726860491409765
chr1:67380000-67410000	chr1:70290000-70320000	0.2988262989803396	0.0554482562690632
chr1:67380000-67410000	chr1:70950000-70980000	0.3343278390204794	0.0582735084056941
chr1:68460000-68490000	chr1:69000000-69030000	0.5727098230927323	0.3762226917836787
