window1	window2	NPMI.x	NPMI.y
chr1:3210000-3240000	chr1:3450000-3480000	0.5179201782950633	0.3443168732592684
chr1:3300000-3330000	chr1:3480000-3510000	0.4918003118854914	0.2876399076712232
chr1:3300000-3330000	chr1:3540000-3570000	0.5192005729908022	0.2555987316351698
chr1:3390000-3420000	chr1:3480000-3510000	0.6176804484397681	0.4369662667264338
chr1:3420000-3450000	chr1:3540000-3570000	0.5848015299437225	0.4089774683983816
chr1:3420000-3450000	chr1:6210000-6240000	0.3330834466419489	0.124907888703907
chr1:3420000-3450000	chr1:7080000-7110000	0.2265955797211813	-0.0713750496151301
chr1:3450000-3480000	chr1:3540000-3570000	0.6491941635554273	0.4814620778303926
chr1:3450000-3480000	chr1:6180000-6210000	0.3888740895892266	0.1730127002480244
chr1:3450000-3480000	chr1:6210000-6240000	0.3424762531202234	0.1412470911802896
chr1:3450000-3480000	chr1:7080000-7110000	0.2002268749702868	0.0077185585837824
chr1:3480000-3510000	chr1:3660000-3690000	0.5664264882745965	0.3882340126289323
chr1:3480000-3510000	chr1:6180000-6210000	0.2709479230579097	0.0794797738612525
chr1:3540000-3570000	chr1:6180000-6210000	0.2093250928273236	0.0245909065743847
chr1:3540000-3570000	chr1:7080000-7110000	0.2483848613443358	-0.0385324847395742
chr1:3600000-3630000	chr1:6180000-6210000	0.2759046333606498	0.0739523709228886
chr1:3630000-3660000	chr1:3660000-3690000	0.6978410001711688	0.5472606886718014
chr1:3630000-3660000	chr1:6180000-6210000	0.2856869855182378	0.0794797738612525
chr1:6180000-6210000	chr1:7080000-7110000	0.3792928149162324	0.1911628154498825
chr1:6180000-6210000	chr1:11160000-11190000	0.2340608036080701	0.0599880652718176
chr1:7080000-7110000	chr1:11160000-11190000	0.240531554859032	0.0214565432905652
chr1:7080000-7110000	chr1:11190000-11220000	0.2197148125640564	-0.0532956795633293
chr1:11040000-11070000	chr1:11100000-11130000	0.6552898243505751	0.5155637056592608
chr1:11190000-11220000	chr1:11280000-11310000	0.5560798888197145	0.3997335917523978
chr1:11190000-11220000	chr1:12840000-12870000	0.5232845784241162	0.3229783670707482
chr1:11250000-11280000	chr1:11280000-11310000	0.6633833041584737	0.5357460152758675
chr1:11250000-11280000	chr1:12840000-12870000	0.4725364239213126	0.2261502444933303
chr1:12870000-12900000	chr1:13260000-13290000	0.4108175888790124	0.2031499500492587
chr1:12930000-12960000	chr1:15270000-15300000	0.2710078628417552	0.0921125618764314
chr1:13200000-13230000	chr1:17130000-17160000	0.2171394064972481	0.0083067560269955
chr1:13290000-13320000	chr1:15720000-15750000	0.3468624429558784	0.1666726168803978
chr1:15360000-15390000	chr1:17160000-17190000	0.2155742566719903	0.027329237664429
chr1:15390000-15420000	chr1:15630000-15660000	0.5944093904620931	0.3911786457786558
chr1:15420000-15450000	chr1:17130000-17160000	0.32195881564005	0.1307369645153384
chr1:15420000-15450000	chr1:17160000-17190000	0.2536412279164015	0.0572872223568493
chr1:15510000-15540000	chr1:15540000-15570000	0.7152772912350387	0.5803981195534672
chr1:15660000-15690000	chr1:17160000-17190000	0.2831996098582043	0.0719382389648739
chr1:21210000-21240000	chr1:24330000-24360000	0.2872090309362172	0.0939570815848431
chr1:21390000-21420000	chr1:24120000-24150000	0.4178498451586648	0.1182939220034354
chr1:21390000-21420000	chr1:24300000-24330000	0.2013607700265459	-0.0403880141142014
chr1:21390000-21420000	chr1:25170000-25200000	0.2222527590105449	0.0441881266603673
chr1:21420000-21450000	chr1:24120000-24150000	0.312835496365353	0.1046996492282363
chr1:21450000-21480000	chr1:22770000-22800000	0.3847112278913835	0.1911326868572839
